NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT	8		Rejected!	
GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS	25	20		
GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS	8		Rejected!	
GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS	15		Rejected!	
GOBP_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS	6		Rejected!	
GOBP_GLOMERULAR_EPITHELIAL_CELL_DEVELOPMENT	13		Rejected!	
GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION	23	18		
GOBP_VESICLE_UNCOATING	9		Rejected!	
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	124	110		
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	215	166		
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	171	156		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	79	72		
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	34	26		
GOBP_RESCUE_OF_STALLED_RIBOSOME	9		Rejected!	
GOBP_SULFUR_COMPOUND_TRANSPORT	54	47		
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS	14		Rejected!	
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	1199		Rejected!	
GOBP_PROTEIN_ACTIVATION_CASCADE	17		Rejected!	
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	85	78		
GOBP_MINUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	5		Rejected!	
GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	7		Rejected!	
GOBP_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER	13		Rejected!	
GOBP_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING	8		Rejected!	
GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	15		Rejected!	
GOBP_CELLULAR_TRIVALENT_INORGANIC_ANION_HOMEOSTASIS	9		Rejected!	
GOBP_TRIVALENT_INORGANIC_ANION_HOMEOSTASIS	13		Rejected!	
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	510	340		
GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT	13		Rejected!	
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	414	359		
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	200	173		
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	51	48		
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	39	32		
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	31	25		
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	87	75		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	37	34		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	42	33		
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	25	22		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	14		Rejected!	
GOBP_FIBROBLAST_ACTIVATION	12		Rejected!	
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	40	32		
GOBP_T_HELPER_17_CELL_DIFFERENTIATION	28	22		
GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT	13		Rejected!	
GOBP_TERMINAL_BUTTON_ORGANIZATION	5		Rejected!	
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	6		Rejected!	
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	18	15		
GOBP_LIVER_MORPHOGENESIS	23	17		
GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	67	40		
GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING	14		Rejected!	
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	46	43		
GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS	11		Rejected!	
GOBP_OXYGEN_METABOLIC_PROCESS	6		Rejected!	
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	231	180		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	429	400		
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	41	40		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	47	42		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	285	261		
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	68	64		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE	50	46		
GOBP_NEUTROPHIL_EXTRAVASATION	15		Rejected!	
GOBP_LAMELLIPODIUM_MORPHOGENESIS	17	16		
GOBP_MULTINUCLEAR_OSTEOCLAST_DIFFERENTIATION	8		Rejected!	
GOBP_OSTEOCLAST_FUSION	6		Rejected!	
GOBP_LYMPHOCYTE_MIGRATION	118	76		
GOBP_EOSINOPHIL_MIGRATION	22		Rejected!	
GOBP_T_CELL_MIGRATION	67	48		
GOBP_THYMOCYTE_MIGRATION	6		Rejected!	
GOBP_T_CELL_EXTRAVASATION	13		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	11		Rejected!	
GOBP_RESPONSE_TO_SORBITOL	6		Rejected!	
GOBP_RESPONSE_TO_HYDROXYUREA	13		Rejected!	
GOBP_RESPONSE_TO_ACTINOMYCIN_D	5		Rejected!	
GOBP_RESPONSE_TO_CISPLATIN	5		Rejected!	
GOBP_RESPONSE_TO_STAUROSPORINE	5		Rejected!	
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	11		Rejected!	
GOBP_ENDOCYTOSIS_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL	9		Rejected!	
GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION	11		Rejected!	
GOBP_VIRAL_TRANSLATIONAL_TERMINATION_REINITIATION	5		Rejected!	
GOBP_INTRACELLULAR_TRANSPORT_OF_VIRUS	11		Rejected!	
GOBP_MRNA_METHYLATION	16	16		
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	1364		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	695		Rejected!	
GOBP_AMINO_ACID_HOMEOSTASIS	7		Rejected!	
GOBP_REGULATION_OF_FERTILIZATION	17		Rejected!	
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	64	49		
GOBP_LYTIC_VACUOLE_ORGANIZATION	74	68		
GOBP_HISTONE_H3_K4_TRIMETHYLATION	23	21		
GOBP_PROTEIN_K6_LINKED_UBIQUITINATION	9		Rejected!	
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	46	34		
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	77	57		
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	54	39		
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	75	55		
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	35	28		
GOBP_MEMBRANE_REPOLARIZATION	52	35		
GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	36	27		
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	30	21		
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	22	18		
GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	25	17		
GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_SIGNALING	9		Rejected!	
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	34	22		
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	9		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING	19		Rejected!	
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING	11		Rejected!	
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING	7		Rejected!	
GOBP_PURKINJE_MYOCYTE_TO_VENTRICULAR_CARDIAC_MUSCLE_CELL_SIGNALING	6		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_POTENTIAL	7		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION	7		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	6		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL	5		Rejected!	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	27	20		
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	60	43		
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	14		Rejected!	
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	15		Rejected!	
GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION	11		Rejected!	
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	39	34		
GOBP_ENDOTHELIN_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	17		Rejected!	
GOBP_L_HISTIDINE_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	45	36		
GOBP_PRIMITIVE_STREAK_FORMATION	9		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	33	29		
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS	28	20		
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	7		Rejected!	
GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	17	15		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	10		Rejected!	
GOBP_TUBULIN_DEACETYLATION	22	21		
GOBP_POSITIVE_REGULATION_OF_DEACETYLASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	78	33		
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	35	19		
GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION	7		Rejected!	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	487	390		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	247	196		
GOBP_REGULATION_OF_RIBOSOME_BIOGENESIS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RIBOSOME_BIOGENESIS	5		Rejected!	
GOBP_RELAXATION_OF_MUSCLE	35	24		
GOBP_FOAM_CELL_DIFFERENTIATION	39	30		
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	17	15		
GOBP_NEGATIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	11		Rejected!	
GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION	12		Rejected!	
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT	183	139		
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	142	107		
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	8		Rejected!	
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	269	205		
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	120	94		
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	135	101		
GOBP_COCHLEA_DEVELOPMENT	49	34		
GOBP_COCHLEA_MORPHOGENESIS	24	15		
GOBP_COPII_COATED_VESICLE_CARGO_LOADING	15	15		
GOBP_COPII_COATED_VESICLE_BUDDING	32	32		
GOBP_C_5_METHYLATION_OF_CYTOSINE	5		Rejected!	
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT	8		Rejected!	
GOBP_VESICLE_MEDIATED_CHOLESTEROL_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_SYNAPSE_MATURATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION	9		Rejected!	
GOBP_TISSUE_MIGRATION	368	251		
GOBP_MESENCHYME_MIGRATION	5		Rejected!	
GOBP_EPITHELIAL_CELL_CELL_ADHESION	17	15		
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	30	28		
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	21	19		
GOBP_MEMBRANE_FISSION	8		Rejected!	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	259	243		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	30	30		
GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_CELLULAR_SPHINGOLIPID_HOMEOSTASIS	5		Rejected!	
GOBP_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION	14		Rejected!	
GOBP_GOLGI_TO_LYSOSOME_TRANSPORT	11		Rejected!	
GOBP_GOLGI_RIBBON_FORMATION	13		Rejected!	
GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	33	32		
GOBP_GOLGI_DISASSEMBLY	7		Rejected!	
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY	30	29		
GOBP_ORGANELLE_MEMBRANE_FUSION	109	101		
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	57	49		
GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE	13		Rejected!	
GOBP_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_NEURAL_TUBE_CLOSURE	11		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	38	28		
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	32	26		
GOBP_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	5		Rejected!	
GOBP_REGULATION_OF_PANCREATIC_JUICE_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS	21	17		
GOBP_REGULATION_OF_GLOMERULUS_DEVELOPMENT	5		Rejected!	
GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	46	40		
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	26	23		
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	20	17		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	42	33		
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	23	19		
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	37	29		
GOBP_NEGATIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	10		Rejected!	
GOBP_CHROMOSOME_LOCALIZATION_TO_NUCLEAR_ENVELOPE_INVOLVED_IN_HOMOLOGOUS_CHROMOSOME_SEGREGATION	10		Rejected!	
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	44	42		
GOBP_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	8		Rejected!	
GOBP_REGULATION_OF_ARACHIDONIC_ACID_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_HISTONE_H4_ACETYLATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	6		Rejected!	
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	250	163		
GOBP_REGULATION_OF_RETINAL_GANGLION_CELL_AXON_GUIDANCE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	109	92		
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT	17	16		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT	8		Rejected!	
GOBP_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	5		Rejected!	
GOBP_REGULATION_OF_CALCIUM_ION_IMPORT	47	27		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT	15		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	315	233		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	115	79		
GOBP_REGULATION_OF_MITOCHONDRIAL_DNA_REPLICATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING	58	48		
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	262	240		
GOBP_MEIOTIC_SPINDLE_ASSEMBLY	8		Rejected!	
GOBP_MITOTIC_SPINDLE_ASSEMBLY	71	66		
GOBP_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_ASSEMBLY	18	17		
GOBP_POSITIVE_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_ASSEMBLY	12		Rejected!	
GOBP_REGULATION_OF_PROTEIN_DEACETYLATION	60	54		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION	28	25		
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	34	33		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	28	28		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	155	148		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	43	39		
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	34	26		
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	9		Rejected!	
GOBP_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	6		Rejected!	
GOBP_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	52	47		
GOBP_REGULATION_OF_PLATELET_AGGREGATION	28	20		
GOBP_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	22	18		
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	16		Rejected!	
GOBP_REGULATION_OF_CELL_AGING	57	42		
GOBP_POSITIVE_REGULATION_OF_CELL_AGING	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_AGING	27	21		
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	20		Rejected!	
GOBP_REGULATION_OF_HEART_INDUCTION	5		Rejected!	
GOBP_PHAGOSOME_MATURATION	26	23		
GOBP_PHAGOSOME_ACIDIFICATION	6		Rejected!	
GOBP_PHAGOSOME_LYSOSOME_FUSION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	10		Rejected!	
GOBP_CELLULAR_SENESCENCE	91	73		
GOBP_REPLICATIVE_SENESCENCE	17		Rejected!	
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	8		Rejected!	
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	554	492		
GOBP_ACTIVATION_OF_MEIOSIS	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE	9		Rejected!	
GOBP_GLUTAMATE_HOMEOSTASIS	5		Rejected!	
GOBP_CATECHOLAMINE_UPTAKE	18		Rejected!	
GOBP_ENDOCARDIAL_CUSHION_TO_MESENCHYMAL_TRANSITION	6		Rejected!	
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS	147	140		
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC	78	74		
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC	42	41		
GOBP_EPIBOLY	37	31		
GOBP_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY	16		Rejected!	
GOBP_GLOMERULAR_VISCERAL_EPITHELIAL_CELL_MIGRATION	7		Rejected!	
GOBP_ACTIN_FILAMENT_REORGANIZATION	11		Rejected!	
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	14		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	76	62		
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING	17	15		
GOBP_SENSORY_ORGAN_MORPHOGENESIS	266	196		
GOBP_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	5		Rejected!	
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY	113	102		
GOBP_MICROGLIAL_CELL_MEDIATED_CYTOTOXICITY	5		Rejected!	
GOBP_MITOCHONDRIAL_TRNA_PROCESSING	12		Rejected!	
GOBP_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE	10		Rejected!	
GOBP_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	5		Rejected!	
GOBP_TELOMERIC_LOOP_DISASSEMBLY	11		Rejected!	
GOBP_WALKING_BEHAVIOR	31	20		
GOBP_CEREBROSPINAL_FLUID_CIRCULATION	14		Rejected!	
GOBP_SCARNA_LOCALIZATION_TO_CAJAL_BODY	5		Rejected!	
GOBP_TELOMERASE_RNA_LOCALIZATION	19	19		
GOBP_ENDOTHELIAL_CELL_MATRIX_ADHESION	8		Rejected!	
GOBP_REVERSIBLE_DIFFERENTIATION	12		Rejected!	
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING	5		Rejected!	
GOBP_IMMUNOLOGICAL_MEMORY_PROCESS	17		Rejected!	
GOBP_IMMUNOLOGICAL_MEMORY_FORMATION_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	85	52		
GOBP_ENERGY_HOMEOSTASIS	40	35		
GOBP_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	9		Rejected!	
GOBP_RENAL_PROTEIN_ABSORPTION	5		Rejected!	
GOBP_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS	8		Rejected!	
GOBP_DENDRITIC_CELL_DIFFERENTIATION	49	40		
GOBP_MATURE_CONVENTIONAL_DENDRITIC_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	62	52		
GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION	5		Rejected!	
GOBP_DENDRITIC_CELL_APOPTOTIC_PROCESS	11		Rejected!	
GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_L_KYNURENINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_DENDRITIC_SPINE_MAINTENANCE	20		Rejected!	
GOBP_NCRNA_EXPORT_FROM_NUCLEUS	9		Rejected!	
GOBP_ANTERIOR_HEAD_DEVELOPMENT	6		Rejected!	
GOBP_RESPONSE_TO_THYROID_HORMONE	29	26		
GOBP_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS	17	15		
GOBP_RESPONSE_TO_THYROXINE	5		Rejected!	
GOBP_DUCTUS_ARTERIOSUS_CLOSURE	5		Rejected!	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT	11		Rejected!	
